bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat,node_id
MA010120220806534291,공감센서,,M1,과학·기술,M109,기술 서비스,M10904,환경 관련 엔지니어링 서비스업,M72122,환경 관련 엔지니어링 서비스업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,한국전자통신연구원,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220814237200,따뜻한메이커연구소,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220806250162,한국전자통신연구원노동조합소비조합,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220806213051,LINetworks,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220801061020,디에떼에스프레소에트리융합점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,1,,127.36523306537,36.3826641533004,etri
MA0101202302A0079573,한국안전통신기술,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,,대전광역시 유성구 가정로 218,305700,34129,,3,,127.36523306537,36.3826641533004,etri
MA010120220808702130,뿌리산업창조혁신연구원,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,1,,127.36523306537,36.3826641533004,etri
MA010120220806253662,엔에스이,,M1,과학·기술,M109,기술 서비스,M10904,환경 관련 엔지니어링 서비스업,M72122,환경 관련 엔지니어링 서비스업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,한국전자통신연구원,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220806765008,엠엠에스벤처스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA010120220813109159,씨쓰리마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,생산센터,대전광역시 유성구 가정로 218,305700,34129,,1,,127.36523306537,36.3826641533004,etri
MA0106202201A0976299,한국전자통신연구원신용협동조하,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA0106202507A0596912,풀무원푸드앤컬처한국전자통신연구원양식당,,G2,소매,G214,연료 소매,G21401,주유소,G47711,운송장비용 주유소 운영업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101610000,1,대지,161,,대전광역시 유성구 가정동 161,302003167001,대전광역시 유성구 가정로,218,,3020012600100320000008090,,대전광역시 유성구 가정로 218,305700,34129,,,,127.36523306537,36.3826641533004,etri
MA0106202205A0982380,한국건설생활환경시험연구원대전충남지원,,M1,과학·기술,M115,기타 전문 과학,M11502,번역/통역 서비스업,M73902,번역 및 통역 서비스업,30,대전광역시,30200,유성구,30200550,신성동,3020012800,장동,3020012800100600004,1,대지,60,4,대전광역시 유성구 장동 60-4,302003167002,대전광역시 유성구 가정북로,26,34,3020012800100600004007101,,대전광역시 유성구 가정북로 26-34,305804,34113,,,,127.365418115237,36.3864845493344,etri
MA010120220805274375,한국연구재단생활협동조합,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101800000,1,대지,180,,대전광역시 유성구 가정동 180,302003167001,대전광역시 유성구 가정로,201,,3020012600101800001000419,,대전광역시 유성구 가정로 201,305805,34113,,,,127.366082358178,36.3855272752184,etri
MA0106202201A0285092,에스피씨지에프에스한국연구재단직원식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012600,가정동,3020012600101800000,1,대지,180,,대전광역시 유성구 가정동 180,302003167001,대전광역시 유성구 가정로,201,,3020012600101800001000419,,대전광역시 유성구 가정로 201,305805,34113,,,,127.366082358178,36.3855272752184,etri
MA010120220806246266,레이버대항푸드주,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700104520000,1,대지,452,,대전광역시 유성구 도룡동 452,302003167001,대전광역시 유성구 가정로,267,,3020012600101760000002257,한국표준과학연구원,대전광역시 유성구 가정로 267,305805,34113,,,,127.368501251288,36.3856009428664,etri
MA010120220805488253,다누리한국표준과학연구원점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700104520000,1,대지,452,,대전광역시 유성구 도룡동 452,302003167001,대전광역시 유성구 가정로,267,,3020012600101760000002257,구내매점한국표준과학연구원,대전광역시 유성구 가정로 267,305805,34113,,2,,127.368501251288,36.3856009428664,etri
MA010120220806246266,레이버대항푸드주,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700104520000,1,대지,452,,대전광역시 유성구 도룡동 452,302003167001,대전광역시 유성구 가정로,267,,3020012600101760000002257,한국표준과학연구원,대전광역시 유성구 가정로 267,305805,34113,,,,127.368501251288,36.3856009428664,kriss
MA010120220805488253,다누리한국표준과학연구원점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700104520000,1,대지,452,,대전광역시 유성구 도룡동 452,302003167001,대전광역시 유성구 가정로,267,,3020012600101760000002257,구내매점한국표준과학연구원,대전광역시 유성구 가정로 267,305805,34113,,2,,127.368501251288,36.3856009428664,kriss
MA010120220806305789,럭스,,G2,소매,G212,기타 생활용품 소매,G21201,전기용품/조명장치 소매업,G47591,전기용품 및 조명장치 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103800004,1,대지,380,4,대전광역시 유성구 도룡동 380-4,302002010001,대전광역시 유성구 대덕대로,665,,3020012700103800004005782,,대전광역시 유성구 대덕대로 665,305805,34112,,,,127.374048572297,36.3896119287958,kriss
MA010120220805652875,빅인커뮤니케이션,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103800011,1,대지,380,11,대전광역시 유성구 도룡동 380-11,302002010001,대전광역시 유성구 대덕대로,659,,3020012700103800011000001,,대전광역시 유성구 대덕대로 659,305805,34112,,,,127.374447919041,36.3892141630857,kriss
MA010120220812241145,변호사위홍법률사무소,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103800032,1,대지,380,32,대전광역시 유성구 도룡동 380-32,302002010001,대전광역시 유성구 대덕대로,651,,3020012700103800032006535,,대전광역시 유성구 대덕대로 651,305805,34112,,,,127.3752591751,36.3887159740405,kriss
MA0101202406A0525212,줄리엣의편지,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103800033,1,대지,380,33,대전광역시 유성구 도룡동 380-33,302002010001,대전광역시 유성구 대덕대로,649,,3020012700103800033006550,CHUI,대전광역시 유성구 대덕대로 649,305805,34112,,2,,127.375381387405,36.3886344847907,kriss
MA010120220806200825,디북스,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C33910,간판 및 광고물 제조업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103800033,1,대지,380,33,대전광역시 유성구 도룡동 380-33,302002010001,대전광역시 유성구 대덕대로,649,,3020012700103800033006550,남측,대전광역시 유성구 대덕대로 649,305805,34112,,1,,127.375381387405,36.3886344847907,kriss
MA0101202505A0085269,무브,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103880009,1,대지,388,9,대전광역시 유성구 도룡동 388-9,302004301001,대전광역시 유성구 가정로287번길,33,,3020012700103880009006273,,대전광역시 유성구 가정로287번길 33,305805,34112,,,,127.375402867199,36.3861471893353,kriss
MA010120220804820084,도룡기쁨공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103910000,1,대지,391,,대전광역시 유성구 도룡동 391,302003167001,대전광역시 유성구 가정로,306,6,3020012700103910000007089,도룡에스케이뷰,대전광역시 유성구 가정로 306-6,305805,34130,,,,127.375666495928,36.3853443194169,kriss
MA010120220806406204,도룡SK뷰미소공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103910000,1,대지,391,,대전광역시 유성구 도룡동 391,302003167001,대전광역시 유성구 가정로,306,6,3020012700103910000007089,도룡에스케이뷰,대전광역시 유성구 가정로 306-6,305805,34130,,,,127.375666495928,36.3853443194169,kriss
MA0101202502A0035051,지금은간식타임,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103910000,1,대지,391,,대전광역시 유성구 도룡동 391,302003167001,대전광역시 유성구 가정로,306,6,3020012700103910000007089,도룡에스케이뷰,대전광역시 유성구 가정로 306-6,305805,34130,,1,,127.375666495928,36.3853443194169,kriss
MA010120220812754227,가젤미디어파크,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103810011,1,대지,381,11,대전광역시 유성구 도룡동 381-11,302004301117,대전광역시 유성구 대덕대로643번길,17,,3020012700103810011006733,,대전광역시 유성구 대덕대로643번길 17,305805,34112,,,,127.375935762708,36.3880289578076,kriss
MA010120220812549170,드림스페이스,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103810011,1,대지,381,11,대전광역시 유성구 도룡동 381-11,302004301117,대전광역시 유성구 대덕대로643번길,17,,3020012700103810011006733,,대전광역시 유성구 대덕대로643번길 17,305805,34112,,,,127.375935762708,36.3880289578076,kriss
MA0106202201A2069331,하나이엔씨,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,,,127.376848275536,36.3854217022474,kriss
MA010120220813724629,알파벳시티영어전문학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,3,,127.376848275536,36.3854217022474,kriss
MA0101202301A0064946,도룡검도관,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,1,,127.376848275536,36.3854217022474,kriss
MA0106202201A0614542,에이치엠씨네트웍스,,G2,소매,G205,식료품 소매,G20502,가축 사료 소매업,G47211,"곡물, 곡분 및 가축 사료 소매업",30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,,,127.376848275536,36.3854217022474,kriss
MA010120220806762036,아라필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,2,,127.376848275536,36.3854217022474,kriss
MA010120220813058382,도룡써니SK공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,1,,127.376848275536,36.3854217022474,kriss
MA010120220814013049,에스케이랜드공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,1,,127.376848275536,36.3854217022474,kriss
MA010120220803414227,본죽비빔밥카페,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,1,,127.376848275536,36.3854217022474,kriss
MA010120220806176183,별세탁,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930002,1,대지,393,2,대전광역시 유성구 도룡동 393-2,302003167001,대전광역시 유성구 가정로,306,,3020012700103930002005749,,대전광역시 유성구 가정로 306,305805,34130,,,,127.376848275536,36.3854217022474,kriss
MA010120220804843720,홍커뮤니케이션즈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930009,1,대지,393,9,대전광역시 유성구 도룡동 393-9,302003167001,대전광역시 유성구 가정로,306,7,3020012700103930009006150,,대전광역시 유성구 가정로 306-7,305805,34130,,1,,127.376869652647,36.385232389144,kriss
MA010120220802783583,노을요가명상원,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930003,1,대지,393,3,대전광역시 유성구 도룡동 393-3,302003167001,대전광역시 유성구 가정로,308,,3020012700103930003005745,,대전광역시 유성구 가정로 308,305805,34130,,,,127.377015453273,36.3854211747149,kriss
MA010120220814310074,옥분황태곰탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930003,1,대지,393,3,대전광역시 유성구 도룡동 393-3,302003167001,대전광역시 유성구 가정로,308,,3020012700103930003005745,,대전광역시 유성구 가정로 308,305805,34130,,,,127.377015453273,36.3854211747149,kriss
MA010120220806207778,앤,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930003,1,대지,393,3,대전광역시 유성구 도룡동 393-3,302003167001,대전광역시 유성구 가정로,308,,3020012700103930003005745,,대전광역시 유성구 가정로 308,305805,34130,,,,127.377015453273,36.3854211747149,kriss
MA010120220805811999,홍커뮤니케이션즈주,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930016,1,대지,393,16,대전광역시 유성구 도룡동 393-16,302003167001,대전광역시 유성구 가정로,310,14,3020012700103930016000001,,대전광역시 유성구 가정로 310-14,305805,34130,,,,127.377046191294,36.3848623523973,kriss
MA0101202511A0000328,이마트24대전도룡,프리미엄점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930004,1,대지,393,4,대전광역시 유성구 도룡동 393-4,302003167001,대전광역시 유성구 가정로,310,,3020012700103930004005750,,대전광역시 유성구 가정로 310,305805,34130,,1,,127.377316373188,36.3854202245667,kriss
MA010120220809528621,펄스맥,연구단지점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930006,1,대지,393,6,대전광역시 유성구 도룡동 393-6,302003167001,대전광역시 유성구 가정로,314,8,3020012700103930006000001,,대전광역시 유성구 가정로 314-8,305805,34130,,1,,127.377493607087,36.3851943721507,kriss
MA010120220807214490,그대는꽃,,G2,소매,G219,식물 소매,G21901,꽃집,G47851,화초 및 식물 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103930005,1,대지,393,5,대전광역시 유성구 도룡동 393-5,302003167001,대전광역시 유성구 가정로,312,,3020012700103930005005758,,대전광역시 유성구 가정로 312,305805,34130,,1,,127.37751703002,36.3854286022736,kriss
MA010120220806229404,GS25,대전LG점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103810042,1,대지,381,42,대전광역시 유성구 도룡동 381-42,302004301113,대전광역시 유성구 대덕대로603번길,20,,3020012700103810042006243,엘지화학사원아파트,대전광역시 유성구 대덕대로603번길 20,305805,34112,,1,,127.377861501608,36.3875182265962,kriss
MA0106202201A2092368,아름누리대전센터,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103810042,1,대지,381,42,대전광역시 유성구 도룡동 381-42,302004301113,대전광역시 유성구 대덕대로603번길,20,,3020012700103810042006243,엘지화학사원아파트,대전광역시 유성구 대덕대로603번길 20,305805,34112,,,,127.377861501608,36.3875182265962,kriss
MA010120220805073609,투썸플레이스대전,도룡점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103940001,1,대지,394,1,대전광역시 유성구 도룡동 394-1,302003167001,대전광역시 유성구 가정로,316,,3020012700103940001005747,,대전광역시 유성구 가정로 316,305805,34130,,2,,127.377884777433,36.3854184277742,kriss
MA0101202305A0041435,생각나래아카데미대전논술교습소,도룡점,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103940001,1,대지,394,1,대전광역시 유성구 도룡동 394-1,302003167001,대전광역시 유성구 가정로,316,,3020012700103940001005747,,대전광역시 유성구 가정로 316,305805,34130,,,,127.377907111403,36.3854273688164,kriss
MA0101202307A0063490,도룡스포츠센타매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103940004,1,대지,394,4,대전광역시 유성구 도룡동 394-4,302002010001,대전광역시 유성구 대덕대로,581,,3020012700103940004007276,대덕특구스포츠센터,대전광역시 유성구 대덕대로 581,305805,34130,,,,127.378060177418,36.3848140889972,kriss
MA010120220807119845,참좋은스포츠센터,,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103940004,1,대지,394,4,대전광역시 유성구 도룡동 394-4,302002010001,대전광역시 유성구 대덕대로,581,,3020012700103940004007276,사이언스도룡스포츠센터,대전광역시 유성구 대덕대로 581,305805,34130,,,,127.378060177418,36.3848140889972,kriss
MA010120220805760339,웰니스스포츠센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103940004,1,대지,394,4,대전광역시 유성구 도룡동 394-4,302002010001,대전광역시 유성구 대덕대로,581,,3020012700103940004007276,,대전광역시 유성구 대덕대로 581,305805,34130,,,,127.378060177418,36.3848140889972,kriss
MA010120220806255282,래티스테크놀로지,,M1,과학·기술,M109,기술 서비스,M10904,환경 관련 엔지니어링 서비스업,M72122,환경 관련 엔지니어링 서비스업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕테크비즈센터,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220804003611,제이에이치제이,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220812204740,특허법인주원,,M1,과학·기술,M103,법무관련 ,M10302,변리사,M71102,변리사업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220805815703,예교지성회계법인,,M1,과학·기술,M104,회계·세무,M10401,공인회계사,M71201,공인회계사업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕테크비즈센터,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220812414349,에이아이프렌즈학회,,P1,교육,P107,교육 지원,P10701,교육컨설팅업,P85701,교육관련 자문 및 평가업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕테크비즈센터,대전광역시 유성구 대덕대로 593,305805,34112,,1,,127.378133723987,36.3861926459164,kriss
MA010120220810215577,카페그랑주대덕비즈,센터점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕비즈니스허브센터,대전광역시 유성구 대덕대로 593,305805,34112,,1,,127.378133723987,36.3861926459164,kriss
MA010120220806246839,더월드항공주,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕테크비즈센터,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220805815568,신우회계법인,대전지점,M1,과학·기술,M104,회계·세무,M10401,공인회계사,M71201,공인회계사업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
MA010120220814289178,최재홍치과의원,,Q1,보건의료,Q102,의원,Q10210,치과의원,Q86202,치과의원,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700103860002,1,대지,386,2,대전광역시 유성구 도룡동 386-2,302002010001,대전광역시 유성구 대덕대로,593,,3020012700103860003005525,대덕테크비지니스센터,대전광역시 유성구 대덕대로 593,305805,34112,,,,127.378133723987,36.3861926459164,kriss
